areaCode,areaName,areaType,date,cumCasesByPublishDate,cumDeaths28DaysByPublishDate,cumPeopleVaccinatedFirstDoseByPublishDate,cumPeopleVaccinatedSecondDoseByPublishDate,cumPeopleVaccinatedThirdInjectionByPublishDate
E12000001,North East,region,2022-02-03,797323,7680,,,
E12000001,North East,region,2022-02-02,794012,7649,2076170,1938974,1517243
E12000001,North East,region,2022-02-01,790430,7599,,,
E12000001,North East,region,2022-01-31,785714,7533,,,
E12000001,North East,region,2022-01-30,737063,7532,,,
E12000001,North East,region,2022-01-29,734860,7529,,,
E12000001,North East,region,2022-01-28,732042,7512,,,
E12000001,North East,region,2022-01-27,728618,7488,,,
E12000001,North East,region,2022-01-26,724758,7470,,,
E12000001,North East,region,2022-01-25,720343,7450,,,
E12000001,North East,region,2022-01-24,716109,7400,,,
E12000001,North East,region,2022-01-23,712383,7400,,,
E12000001,North East,region,2022-01-22,708838,7399,,,
E12000001,North East,region,2022-01-21,705024,7385,,,
E12000001,North East,region,2022-01-20,700177,7363,,,
E12000001,North East,region,2022-01-19,694940,7345,,,
E12000001,North East,region,2022-01-18,689037,7333,,,
E12000001,North East,region,2022-01-17,683228,7300,,,
E12000001,North East,region,2022-01-16,678831,7298,,,
E12000001,North East,region,2022-01-15,674578,7295,,,
E12000001,North East,region,2022-01-14,669704,7276,,,
E12000001,North East,region,2022-01-13,663797,7265,,,
E12000001,North East,region,2022-01-12,656347,7256,,,
E12000001,North East,region,2022-01-11,646360,7237,,,
E12000001,North East,region,2022-01-10,638726,7219,,,
E12000001,North East,region,2022-01-09,630526,7219,,,
E12000001,North East,region,2022-01-08,620359,7217,,,
E12000001,North East,region,2022-01-07,613152,7205,,,
E12000001,North East,region,2022-01-06,602990,7193,,,
E12000001,North East,region,2022-01-05,592993,7182,,,
E12000001,North East,region,2022-01-04,583084,7168,,,
E12000001,North East,region,2022-01-03,572832,7168,,,
E12000001,North East,region,2022-01-02,565521,7167,,,
E12000001,North East,region,2022-01-01,558047,7165,,,
E12000001,North East,region,2021-12-31,547112,7157,,,
E12000001,North East,region,2021-12-30,540121,7149,,,
E12000001,North East,region,2021-12-29,533871,7139,,,
E12000001,North East,region,2021-12-28,528624,7139,,,
E12000001,North East,region,2021-12-27,524285,7137,,,
E12000001,North East,region,2021-12-26,521095,7130,,,
E12000001,North East,region,2021-12-25,517590,7130,,,
E12000001,North East,region,2021-12-24,514234,7130,,,
E12000001,North East,region,2021-12-23,511292,7120,,,
E12000001,North East,region,2021-12-22,508497,7110,,,
E12000001,North East,region,2021-12-21,506221,7105,,,
E12000001,North East,region,2021-12-20,503899,7097,,,
E12000001,North East,region,2021-12-19,502197,7096,,,
E12000001,North East,region,2021-12-18,500695,7094,,,
E12000001,North East,region,2021-12-17,499192,7087,,,
E12000001,North East,region,2021-12-16,496679,7085,,,
E12000001,North East,region,2021-12-15,494925,7078,,,
E12000001,North East,region,2021-12-14,493165,7072,,,
E12000001,North East,region,2021-12-13,491774,7060,,,
E12000001,North East,region,2021-12-12,490416,7060,,,
E12000001,North East,region,2021-12-11,489204,7059,,,
E12000001,North East,region,2021-12-10,487516,7054,,,
E12000001,North East,region,2021-12-09,485474,7047,,,
E12000001,North East,region,2021-12-08,483978,7043,,,
E12000001,North East,region,2021-12-07,482538,7037,,,
E12000001,North East,region,2021-12-06,481125,7026,,,
E12000001,North East,region,2021-12-05,480087,7026,,,
E12000001,North East,region,2021-12-04,478650,7025,,,
E12000001,North East,region,2021-12-03,477161,7019,,,
E12000001,North East,region,2021-12-02,475470,7009,,,
E12000001,North East,region,2021-12-01,474432,7005,,,
E12000001,North East,region,2021-11-30,472546,7001,,,
E12000001,North East,region,2021-11-29,470936,6989,,,
E12000001,North East,region,2021-11-28,469578,6989,,,
E12000001,North East,region,2021-11-27,468327,6987,,,
E12000001,North East,region,2021-11-26,467118,6979,,,
E12000001,North East,region,2021-11-25,465455,6977,,,
E12000001,North East,region,2021-11-24,464343,6972,,,
E12000001,North East,region,2021-11-23,462623,6956,,,
E12000001,North East,region,2021-11-22,460477,6947,,,
E12000001,North East,region,2021-11-21,458842,6947,,,
E12000001,North East,region,2021-11-20,457587,6945,,,
E12000001,North East,region,2021-11-19,456085,6936,,,
E12000001,North East,region,2021-11-18,454529,6932,,,
E12000001,North East,region,2021-11-17,452975,6923,,,
E12000001,North East,region,2021-11-16,451474,6918,,,
E12000001,North East,region,2021-11-15,450343,6901,,,
E12000001,North East,region,2021-11-14,448958,6900,,,
E12000001,North East,region,2021-11-13,447454,6899,,,
E12000001,North East,region,2021-11-12,445973,6885,,,
E12000001,North East,region,2021-11-11,444433,6880,,,
E12000001,North East,region,2021-11-10,442875,6867,,,
E12000001,North East,region,2021-11-09,441289,6855,,,
E12000001,North East,region,2021-11-08,439723,6838,,,
E12000001,North East,region,2021-11-07,438624,6837,,,
E12000001,North East,region,2021-11-06,437402,6836,,,
E12000001,North East,region,2021-11-05,436079,6828,,,
E12000001,North East,region,2021-11-04,434407,6819,,,
E12000001,North East,region,2021-11-03,432876,6809,,,
E12000001,North East,region,2021-11-02,431260,6791,,,
E12000001,North East,region,2021-11-01,429501,6768,,,
E12000001,North East,region,2021-10-31,427682,6768,,,
E12000001,North East,region,2021-10-30,426063,6766,,,
E12000001,North East,region,2021-10-29,424140,6758,,,
E12000001,North East,region,2021-10-28,422069,6750,,,
E12000001,North East,region,2021-10-27,420185,6742,,,
E12000001,North East,region,2021-10-26,418110,6731,,,
E12000001,North East,region,2021-10-25,416260,6719,,,
E12000001,North East,region,2021-10-24,414830,6719,,,
E12000001,North East,region,2021-10-23,413220,6717,,,
E12000001,North East,region,2021-10-22,410867,6705,,,
E12000001,North East,region,2021-10-21,408830,6692,,,
E12000001,North East,region,2021-10-20,406574,6689,,,
E12000001,North East,region,2021-10-19,404756,6680,,,
E12000001,North East,region,2021-10-18,402742,6664,,,
E12000001,North East,region,2021-10-17,401074,6663,,,
E12000001,North East,region,2021-10-16,399512,6663,,,
E12000001,North East,region,2021-10-15,397792,6656,,,
E12000001,North East,region,2021-10-14,396036,6649,,,
E12000001,North East,region,2021-10-13,393870,6641,,,
E12000001,North East,region,2021-10-12,392125,6629,,,
E12000001,North East,region,2021-10-11,390211,6618,,,
E12000001,North East,region,2021-10-10,388907,6617,,,
E12000001,North East,region,2021-10-09,387352,6616,,,
E12000001,North East,region,2021-10-08,385972,6610,,,
E12000001,North East,region,2021-10-07,384421,6602,,,
E12000001,North East,region,2021-10-06,382703,6598,,,
E12000001,North East,region,2021-10-05,381263,6585,,,
E12000001,North East,region,2021-10-04,379862,6576,,,
E12000001,North East,region,2021-10-03,378590,6576,,,
E12000001,North East,region,2021-10-02,377509,6576,,,
E12000001,North East,region,2021-10-01,376208,6565,,,
E12000001,North East,region,2021-09-30,375086,6556,,,
E12000001,North East,region,2021-09-29,373869,6549,,,
E12000001,North East,region,2021-09-28,372508,6541,,,
E12000001,North East,region,2021-09-27,370781,6528,,,
E12000001,North East,region,2021-09-26,369466,6528,,,
E12000001,North East,region,2021-09-25,368244,6527,,,
E12000001,North East,region,2021-09-24,367123,6519,,,
E12000001,North East,region,2021-09-23,365691,6504,,,
E12000001,North East,region,2021-09-22,364219,6489,,,
E12000001,North East,region,2021-09-21,362673,6477,,,
E12000001,North East,region,2021-09-20,361443,6461,,,
E12000001,North East,region,2021-09-19,360011,6461,,,
E12000001,North East,region,2021-09-18,358968,6460,,,
E12000001,North East,region,2021-09-17,357694,6449,,,
E12000001,North East,region,2021-09-16,356381,6437,,,
E12000001,North East,region,2021-09-15,355138,6429,,,
E12000001,North East,region,2021-09-14,353891,6412,,,
E12000001,North East,region,2021-09-13,352598,6397,,,
E12000001,North East,region,2021-09-12,351525,6397,,,
E12000001,North East,region,2021-09-11,350405,6396,,,
E12000001,North East,region,2021-09-10,348811,6389,,,
E12000001,North East,region,2021-09-09,346985,6386,,,
E12000001,North East,region,2021-09-08,345417,6379,,,
E12000001,North East,region,2021-09-07,343878,6369,,,
E12000001,North East,region,2021-09-06,342144,6357,,,
E12000001,North East,region,2021-09-05,340516,6357,,,
E12000001,North East,region,2021-09-04,339253,6356,,,
E12000001,North East,region,2021-09-03,337655,6348,,,
E12000001,North East,region,2021-09-02,336323,6344,,,
E12000001,North East,region,2021-09-01,334597,6334,,,
E12000001,North East,region,2021-08-31,333320,6315,,,
E12000001,North East,region,2021-08-30,332297,6315,,,
E12000001,North East,region,2021-08-29,331231,6315,,,
E12000001,North East,region,2021-08-28,330338,6314,,,
E12000001,North East,region,2021-08-27,328885,6308,,,
E12000001,North East,region,2021-08-26,327584,6303,,,
E12000001,North East,region,2021-08-25,326134,6293,,,
E12000001,North East,region,2021-08-24,324731,6284,,,
E12000001,North East,region,2021-08-23,323674,6267,,,
E12000001,North East,region,2021-08-22,322439,6266,,,
E12000001,North East,region,2021-08-21,321247,6265,,,
E12000001,North East,region,2021-08-20,320056,6260,,,
E12000001,North East,region,2021-08-19,319008,6257,,,
E12000001,North East,region,2021-08-18,317748,6249,,,
E12000001,North East,region,2021-08-17,316570,6240,,,
E12000001,North East,region,2021-08-16,315489,6230,,,
E12000001,North East,region,2021-08-15,314500,6230,,,
E12000001,North East,region,2021-08-14,313680,6229,,,
E12000001,North East,region,2021-08-13,312455,6224,,,
E12000001,North East,region,2021-08-12,311330,6216,,,
E12000001,North East,region,2021-08-11,310223,6210,,,
E12000001,North East,region,2021-08-10,309089,6202,,,
E12000001,North East,region,2021-08-09,308047,6186,,,
E12000001,North East,region,2021-08-08,307142,6186,,,
E12000001,North East,region,2021-08-07,306185,6183,,,
E12000001,North East,region,2021-08-06,304938,6174,,,
E12000001,North East,region,2021-08-05,303541,6159,,,
E12000001,North East,region,2021-08-04,302390,6151,,,
E12000001,North East,region,2021-08-03,301096,6137,,,
E12000001,North East,region,2021-08-02,300267,6120,,,
E12000001,North East,region,2021-08-01,299358,6120,,,
E12000001,North East,region,2021-07-31,298323,6114,,,
E12000001,North East,region,2021-07-30,297042,6109,,,
E12000001,North East,region,2021-07-29,295572,6104,,,
E12000001,North East,region,2021-07-28,294074,6100,,,
E12000001,North East,region,2021-07-27,292644,6093,,,
E12000001,North East,region,2021-07-26,291379,6078,,,
E12000001,North East,region,2021-07-25,289936,6078,,,
E12000001,North East,region,2021-07-24,288414,6070,,,
E12000001,North East,region,2021-07-23,286584,6061,,,
E12000001,North East,region,2021-07-22,284472,6054,,,
E12000001,North East,region,2021-07-21,281941,6047,,,
E12000001,North East,region,2021-07-20,279104,6041,,,
E12000001,North East,region,2021-07-19,276103,6035,,,
E12000001,North East,region,2021-07-18,272944,6034,,,
E12000001,North East,region,2021-07-17,269055,6034,,,
E12000001,North East,region,2021-07-16,264601,6030,,,
E12000001,North East,region,2021-07-15,260642,6022,,,
E12000001,North East,region,2021-07-14,256945,6015,,,
E12000001,North East,region,2021-07-13,253498,6011,,,
E12000001,North East,region,2021-07-12,250085,6007,,,
E12000001,North East,region,2021-07-11,247073,6006,,,
E12000001,North East,region,2021-07-10,243347,6004,,,
E12000001,North East,region,2021-07-09,240429,6003,,,
E12000001,North East,region,2021-07-08,237168,6002,,,
E12000001,North East,region,2021-07-07,233863,5996,,,
E12000001,North East,region,2021-07-06,230864,5995,,,
E12000001,North East,region,2021-07-05,228022,5992,,,
E12000001,North East,region,2021-07-04,225511,5992,,,
E12000001,North East,region,2021-07-03,223213,5989,,,
E12000001,North East,region,2021-07-02,220744,5987,,,
E12000001,North East,region,2021-07-01,218506,5986,,,
E12000001,North East,region,2021-06-30,216010,5986,,,
E12000001,North East,region,2021-06-29,213618,5986,,,
E12000001,North East,region,2021-06-28,212179,5985,,,
E12000001,North East,region,2021-06-27,210174,5985,,,
E12000001,North East,region,2021-06-26,209012,5983,,,
E12000001,North East,region,2021-06-25,207595,5982,,,
E12000001,North East,region,2021-06-24,206423,5982,,,
E12000001,North East,region,2021-06-23,205315,5981,,,
E12000001,North East,region,2021-06-22,204220,5980,,,
E12000001,North East,region,2021-06-21,203506,5980,,,
E12000001,North East,region,2021-06-20,202658,5980,,,
E12000001,North East,region,2021-06-19,202017,5980,,,
E12000001,North East,region,2021-06-18,201275,5980,,,
E12000001,North East,region,2021-06-17,200642,5980,,,
E12000001,North East,region,2021-06-16,199995,5980,,,
E12000001,North East,region,2021-06-15,199428,5976,,,
E12000001,North East,region,2021-06-14,198910,5977,,,
E12000001,North East,region,2021-06-13,198497,5976,,,
E12000001,North East,region,2021-06-12,198196,5976,,,
E12000001,North East,region,2021-06-11,197748,5975,,,
E12000001,North East,region,2021-06-10,197433,5976,,,
E12000001,North East,region,2021-06-09,197113,5976,,,
E12000001,North East,region,2021-06-08,196811,5976,,,
E12000001,North East,region,2021-06-07,196569,5975,,,
E12000001,North East,region,2021-06-06,196359,5975,,,
E12000001,North East,region,2021-06-05,196193,5974,,,
E12000001,North East,region,2021-06-04,195954,5973,,,
E12000001,North East,region,2021-06-03,195800,5974,,,
E12000001,North East,region,2021-06-02,195687,5973,,,
E12000001,North East,region,2021-06-01,195565,5972,,,
E12000001,North East,region,2021-05-31,195487,5973,,,
E12000001,North East,region,2021-05-30,195404,5973,,,
E12000001,North East,region,2021-05-29,195284,5973,,,
E12000001,North East,region,2021-05-28,195190,5973,,,
E12000001,North East,region,2021-05-27,195093,5972,,,
E12000001,North East,region,2021-05-26,195020,5971,,,
E12000001,North East,region,2021-05-25,194928,5971,,,
E12000001,North East,region,2021-05-24,194862,5971,,,
E12000001,North East,region,2021-05-23,194792,5971,,,
E12000001,North East,region,2021-05-22,194736,5971,,,
E12000001,North East,region,2021-05-21,194666,5971,,,
E12000001,North East,region,2021-05-20,194605,5972,,,
E12000001,North East,region,2021-05-19,194528,5972,,,
E12000001,North East,region,2021-05-18,194454,5971,,,
E12000001,North East,region,2021-05-17,194585,5971,,,
E12000001,North East,region,2021-05-16,194513,5972,,,
E12000001,North East,region,2021-05-15,194459,5972,,,
E12000001,North East,region,2021-05-14,194376,5970,,,
E12000001,North East,region,2021-05-13,194302,5969,,,
E12000001,North East,region,2021-05-12,194194,5968,,,
E12000001,North East,region,2021-05-11,194118,5967,,,
E12000001,North East,region,2021-05-10,194017,5967,,,
E12000001,North East,region,2021-05-09,193940,5967,,,
E12000001,North East,region,2021-05-08,193857,5967,,,
E12000001,North East,region,2021-05-07,193760,5967,,,
E12000001,North East,region,2021-05-06,193705,5966,,,
E12000001,North East,region,2021-05-05,193608,5965,,,
E12000001,North East,region,2021-05-04,193503,5965,,,
E12000001,North East,region,2021-05-03,193419,5965,,,
E12000001,North East,region,2021-05-02,193356,5965,,,
E12000001,North East,region,2021-05-01,193302,5965,,,
E12000001,North East,region,2021-04-30,193222,5964,,,
E12000001,North East,region,2021-04-29,193130,5964,,,
E12000001,North East,region,2021-04-28,193036,5964,,,
E12000001,North East,region,2021-04-27,192947,5962,,,
E12000001,North East,region,2021-04-26,192818,5962,,,
E12000001,North East,region,2021-04-25,192730,5962,,,
E12000001,North East,region,2021-04-24,192661,5962,,,
E12000001,North East,region,2021-04-23,192604,5962,,,
E12000001,North East,region,2021-04-22,192509,5962,,,
E12000001,North East,region,2021-04-21,192410,5961,,,
E12000001,North East,region,2021-04-20,192292,5960,,,
E12000001,North East,region,2021-04-19,192209,5960,,,
E12000001,North East,region,2021-04-18,192100,5961,,,
E12000001,North East,region,2021-04-17,192037,5960,,,
E12000001,North East,region,2021-04-16,191956,5960,,,
E12000001,North East,region,2021-04-15,191866,5955,,,
E12000001,North East,region,2021-04-14,191772,5956,,,
E12000001,North East,region,2021-04-13,191713,5953,,,
E12000001,North East,region,2021-04-12,191596,5954,,,
E12000001,North East,region,2021-04-11,191412,5955,,,
E12000001,North East,region,2021-04-10,191349,5954,,,
E12000001,North East,region,2021-04-09,191281,5952,,,
E12000001,North East,region,2021-04-08,191451,5949,,,
E12000001,North East,region,2021-04-07,191328,5947,,,
E12000001,North East,region,2021-04-06,191189,5942,,,
E12000001,North East,region,2021-04-05,191115,5942,,,
E12000001,North East,region,2021-04-04,190997,5942,,,
E12000001,North East,region,2021-04-03,190903,5941,,,
E12000001,North East,region,2021-04-02,190737,5942,,,
E12000001,North East,region,2021-04-01,190603,5941,,,
E12000001,North East,region,2021-03-31,190361,5939,,,
E12000001,North East,region,2021-03-30,190086,5940,,,
E12000001,North East,region,2021-03-29,189934,5937,,,
E12000001,North East,region,2021-03-28,189520,5937,,,
E12000001,North East,region,2021-03-27,189482,5935,,,
E12000001,North East,region,2021-03-26,190058,5937,,,
E12000001,North East,region,2021-03-25,189630,5935,,,
E12000001,North East,region,2021-03-24,189190,5933,,,
E12000001,North East,region,2021-03-23,188823,5930,,,
E12000001,North East,region,2021-03-22,188500,5925,,,
E12000001,North East,region,2021-03-21,188286,5926,,,
E12000001,North East,region,2021-03-20,188054,5923,,,
E12000001,North East,region,2021-03-19,187783,5919,,,
E12000001,North East,region,2021-03-18,187490,5916,,,
E12000001,North East,region,2021-03-17,187115,5916,,,
E12000001,North East,region,2021-03-16,186855,5911,,,
E12000001,North East,region,2021-03-15,186604,5900,,,
E12000001,North East,region,2021-03-14,186303,5897,,,
E12000001,North East,region,2021-03-13,186084,5896,,,
E12000001,North East,region,2021-03-12,185825,5892,,,
E12000001,North East,region,2021-03-11,185392,5887,,,
E12000001,North East,region,2021-03-10,185095,5885,,,
E12000001,North East,region,2021-03-09,184750,5874,,,
E12000001,North East,region,2021-03-08,184462,5858,,,
E12000001,North East,region,2021-03-07,184156,5857,,,
E12000001,North East,region,2021-03-06,183939,5853,,,
E12000001,North East,region,2021-03-05,183633,5849,,,
E12000001,North East,region,2021-03-04,183351,5837,,,
E12000001,North East,region,2021-03-03,182984,5827,,,
E12000001,North East,region,2021-03-02,182577,5817,,,
E12000001,North East,region,2021-03-01,182272,5794,,,
E12000001,North East,region,2021-02-28,181996,5793,,,
E12000001,North East,region,2021-02-27,181670,5780,,,
E12000001,North East,region,2021-02-26,181210,5779,,,
E12000001,North East,region,2021-02-25,180791,5768,,,
E12000001,North East,region,2021-02-24,180371,5755,,,
E12000001,North East,region,2021-02-23,179888,5742,,,
E12000001,North East,region,2021-02-22,179420,5720,,,
E12000001,North East,region,2021-02-21,178850,5713,,,
E12000001,North East,region,2021-02-20,178553,5705,,,
E12000001,North East,region,2021-02-19,178036,5689,,,
E12000001,North East,region,2021-02-18,177418,5668,,,
E12000001,North East,region,2021-02-17,176855,5650,,,
E12000001,North East,region,2021-02-16,176073,5618,,,
E12000001,North East,region,2021-02-15,175527,5562,,,
E12000001,North East,region,2021-02-14,175006,5566,,,
E12000001,North East,region,2021-02-13,174509,5561,,,
E12000001,North East,region,2021-02-12,173886,5543,,,
E12000001,North East,region,2021-02-11,173138,5519,,,
E12000001,North East,region,2021-02-10,172391,5488,,,
E12000001,North East,region,2021-02-09,171805,5449,,,
E12000001,North East,region,2021-02-08,171096,5393,,,
E12000001,North East,region,2021-02-07,170519,5386,,,
E12000001,North East,region,2021-02-06,169851,5372,,,
E12000001,North East,region,2021-02-05,169101,5337,,,
E12000001,North East,region,2021-02-04,168270,5294,,,
E12000001,North East,region,2021-02-03,167273,5264,,,
E12000001,North East,region,2021-02-02,166373,5208,,,
E12000001,North East,region,2021-02-01,165620,5135,,,
E12000001,North East,region,2021-01-31,164905,5121,,,
E12000001,North East,region,2021-01-30,164019,5117,,,
E12000001,North East,region,2021-01-29,163225,5075,,,
E12000001,North East,region,2021-01-28,162039,5034,,,
E12000001,North East,region,2021-01-27,160952,5001,,,
E12000001,North East,region,2021-01-26,159785,4949,,,
E12000001,North East,region,2021-01-25,158922,4877,,,
E12000001,North East,region,2021-01-24,158296,4865,,,
E12000001,North East,region,2021-01-23,157439,4857,,,
E12000001,North East,region,2021-01-22,156263,4810,,,
E12000001,North East,region,2021-01-21,154996,4764,,,
E12000001,North East,region,2021-01-20,153612,4735,,,
E12000001,North East,region,2021-01-19,152113,4682,,,
E12000001,North East,region,2021-01-18,151047,4620,,,
E12000001,North East,region,2021-01-17,149960,4603,,,
E12000001,North East,region,2021-01-16,148883,4580,,,
E12000001,North East,region,2021-01-15,147622,4526,,,
E12000001,North East,region,2021-01-14,145674,4475,,,
E12000001,North East,region,2021-01-13,144039,4441,,,
E12000001,North East,region,2021-01-12,142128,4391,,,
E12000001,North East,region,2021-01-11,140829,4339,,,
E12000001,North East,region,2021-01-10,139591,4323,,,
E12000001,North East,region,2021-01-09,138322,4309,,,
E12000001,North East,region,2021-01-08,137225,4275,,,
E12000001,North East,region,2021-01-07,135747,4234,,,
E12000001,North East,region,2021-01-06,134411,4200,,,
E12000001,North East,region,2021-01-05,132431,4142,,,
E12000001,North East,region,2021-01-04,130879,4121,,,
E12000001,North East,region,2021-01-03,128755,4112,,,
E12000001,North East,region,2021-01-02,127189,4097,,,
E12000001,North East,region,2021-01-01,125452,4089,,,
E12000001,North East,region,2020-12-31,124112,4067,,,
E12000001,North East,region,2020-12-30,122371,4029,,,
E12000001,North East,region,2020-12-29,120414,3987,,,
E12000001,North East,region,2020-12-28,119184,3964,,,
E12000001,North East,region,2020-12-27,118485,3955,,,
E12000001,North East,region,2020-12-26,117902,3942,,,
E12000001,North East,region,2020-12-25,117097,3937,,,
E12000001,North East,region,2020-12-24,116153,3897,,,
E12000001,North East,region,2020-12-23,115016,3880,,,
E12000001,North East,region,2020-12-22,114075,3852,,,
E12000001,North East,region,2020-12-21,112822,3807,,,
E12000001,North East,region,2020-12-20,111714,3804,,,
E12000001,North East,region,2020-12-19,111128,3796,,,
E12000001,North East,region,2020-12-18,110597,3776,,,
E12000001,North East,region,2020-12-17,110082,3759,,,
E12000001,North East,region,2020-12-16,109492,3746,,,
E12000001,North East,region,2020-12-15,108691,3712,,,
E12000001,North East,region,2020-12-14,108231,3684,,,
E12000001,North East,region,2020-12-13,107722,3678,,,
E12000001,North East,region,2020-12-12,107150,3668,,,
E12000001,North East,region,2020-12-11,106379,3646,,,
E12000001,North East,region,2020-12-10,105690,3626,,,
E12000001,North East,region,2020-12-09,104899,3600,,,
E12000001,North East,region,2020-12-08,104212,3578,,,
E12000001,North East,region,2020-12-07,103806,3528,,,
E12000001,North East,region,2020-12-06,103340,3518,,,
E12000001,North East,region,2020-12-05,102798,3511,,,
E12000001,North East,region,2020-12-04,102212,3490,,,
E12000001,North East,region,2020-12-03,101514,3467,,,
E12000001,North East,region,2020-12-02,100862,3446,,,
E12000001,North East,region,2020-12-01,100272,3410,,,
E12000001,North East,region,2020-11-30,99634,3359,,,
E12000001,North East,region,2020-11-29,99106,3357,,,
E12000001,North East,region,2020-11-28,98508,3352,,,
E12000001,North East,region,2020-11-27,97756,3322,,,
E12000001,North East,region,2020-11-26,96951,3282,,,
E12000001,North East,region,2020-11-25,96051,3253,,,
E12000001,North East,region,2020-11-24,95175,3195,,,
E12000001,North East,region,2020-11-23,94577,3151,,,
E12000001,North East,region,2020-11-22,93845,3143,,,
E12000001,North East,region,2020-11-21,93008,3095,,,
E12000001,North East,region,2020-11-20,91902,3073,,,
E12000001,North East,region,2020-11-19,90463,3049,,,
E12000001,North East,region,2020-11-18,89173,3029,,,
E12000001,North East,region,2020-11-17,87617,3000,,,
E12000001,North East,region,2020-11-16,86341,2945,,,
E12000001,North East,region,2020-11-15,82976,2923,,,
E12000001,North East,region,2020-11-14,81493,2916,,,
E12000001,North East,region,2020-11-13,79874,2881,,,
E12000001,North East,region,2020-11-12,77991,2860,,,
E12000001,North East,region,2020-11-11,75905,2828,,,
E12000001,North East,region,2020-11-10,74234,2796,,,
E12000001,North East,region,2020-11-09,72931,2762,,,
E12000001,North East,region,2020-11-08,71591,2754,,,
E12000001,North East,region,2020-11-07,70085,2745,,,
E12000001,North East,region,2020-11-06,68694,2727,,,
E12000001,North East,region,2020-11-05,67241,2709,,,
E12000001,North East,region,2020-11-04,65671,2686,,,
E12000001,North East,region,2020-11-03,64399,2664,,,
E12000001,North East,region,2020-11-02,63097,2632,,,
E12000001,North East,region,2020-11-01,62058,2623,,,
E12000001,North East,region,2020-10-31,60888,2610,,,
E12000001,North East,region,2020-10-30,59725,2581,,,
E12000001,North East,region,2020-10-29,58671,2559,,,
E12000001,North East,region,2020-10-28,57535,2540,,,
E12000001,North East,region,2020-10-27,56514,2524,,,
E12000001,North East,region,2020-10-26,55352,2484,,,
E12000001,North East,region,2020-10-25,54382,2475,,,
E12000001,North East,region,2020-10-24,53334,2463,,,
E12000001,North East,region,2020-10-23,52184,2458,,,
E12000001,North East,region,2020-10-22,50907,2442,,,
E12000001,North East,region,2020-10-21,49514,2429,,,
E12000001,North East,region,2020-10-20,47626,2411,,,
E12000001,North East,region,2020-10-19,46188,2370,,,
E12000001,North East,region,2020-10-18,45481,2363,,,
E12000001,North East,region,2020-10-17,44926,2363,,,
E12000001,North East,region,2020-10-16,43825,2347,,,
E12000001,North East,region,2020-10-15,42647,2326,,,
E12000001,North East,region,2020-10-14,41314,2311,,,
E12000001,North East,region,2020-10-13,40086,2297,,,
E12000001,North East,region,2020-10-12,39041,2272,,,
E12000001,North East,region,2020-10-11,37891,2267,,,
E12000001,North East,region,2020-10-10,36924,2260,,,
E12000001,North East,region,2020-10-09,35773,2253,,,
E12000001,North East,region,2020-10-08,34686,2243,,,
E12000001,North East,region,2020-10-07,33412,2234,,,
E12000001,North East,region,2020-10-06,32355,2228,,,
E12000001,North East,region,2020-10-05,31122,2206,,,
E12000001,North East,region,2020-10-04,30009,2203,,,
E12000001,North East,region,2020-10-03,27380,2197,,,
E12000001,North East,region,2020-10-02,26474,2195,,,
E12000001,North East,region,2020-10-01,26053,2189,,,
E12000001,North East,region,2020-09-30,25690,2184,,,
E12000001,North East,region,2020-09-29,25097,2178,,,
E12000001,North East,region,2020-09-28,24341,2157,,,
E12000001,North East,region,2020-09-27,24064,2156,,,
E12000001,North East,region,2020-09-26,23581,2154,,,
E12000001,North East,region,2020-09-25,23059,2152,,,
E12000001,North East,region,2020-09-24,22483,2150,,,
E12000001,North East,region,2020-09-23,21960,2144,,,
E12000001,North East,region,2020-09-22,21293,2141,,,
E12000001,North East,region,2020-09-21,20756,2140,,,
E12000001,North East,region,2020-09-20,20347,2139,,,
E12000001,North East,region,2020-09-19,19929,2136,,,
E12000001,North East,region,2020-09-18,19559,2132,,,
E12000001,North East,region,2020-09-17,19227,2132,,,
E12000001,North East,region,2020-09-16,18963,2129,,,
E12000001,North East,region,2020-09-15,18685,2129,,,
E12000001,North East,region,2020-09-14,18484,2128,,,
E12000001,North East,region,2020-09-13,18395,2128,,,
E12000001,North East,region,2020-09-12,18200,2128,,,
E12000001,North East,region,2020-09-11,17972,2127,,,
E12000001,North East,region,2020-09-10,17754,2127,,,
E12000001,North East,region,2020-09-09,17551,2127,,,
E12000001,North East,region,2020-09-08,17335,2127,,,
E12000001,North East,region,2020-09-07,17227,2124,,,
E12000001,North East,region,2020-09-06,17037,2124,,,
E12000001,North East,region,2020-09-05,16805,2124,,,
E12000001,North East,region,2020-09-04,16689,2124,,,
E12000001,North East,region,2020-09-03,16572,2124,,,
E12000001,North East,region,2020-09-02,16499,2123,,,
E12000001,North East,region,2020-09-01,16404,2123,,,
E12000001,North East,region,2020-08-31,16315,2123,,,
E12000001,North East,region,2020-08-30,16215,2123,,,
E12000001,North East,region,2020-08-29,16124,,,,
E12000001,North East,region,2020-08-28,16105,2122,,,
E12000001,North East,region,2020-08-27,16059,2123,,,
E12000001,North East,region,2020-08-26,16005,2123,,,
E12000001,North East,region,2020-08-25,15958,2123,,,
E12000001,North East,region,2020-08-24,15940,2123,,,
E12000001,North East,region,2020-08-23,15895,2123,,,
E12000001,North East,region,2020-08-22,15867,2123,,,
E12000001,North East,region,2020-08-21,15829,2123,,,
E12000001,North East,region,2020-08-20,15791,2122,,,
